Date,Open,High,Low,Close,Volume
,NVDA,NVDA,NVDA,NVDA,NVDA
2023-02-13,21.516460573823032,22.025950766178745,20.941036401408137,21.766210556030273,474919000
2023-02-14,21.556418285015024,23.025947762746878,21.344630419532418,22.948026657104492,675474000
2023-02-15,22.526448693208266,22.832142420903672,22.08389284711268,22.741233825683594,420575000
2023-02-16,22.110863322037478,22.527446080733473,21.905069975862954,21.979995727539062,412026000
2023-02-17,21.609366570739,21.71825680895327,20.954022522936867,21.366609573364258,465888000
2023-02-21,20.97899838851901,21.472503832330847,20.597380448319672,20.63434410095215,410015000
2023-02-22,20.68629577363989,21.082898172560363,20.400580541197964,20.733247756958008,513184000
2023-02-23,23.416558173795323,23.86411008296413,23.001972300962063,23.64033317565918,1117995000
2023-02-24,23.20177836778126,23.450529948569372,22.924056453979222,23.26271629333496,589716000
2023-02-27,23.646324873974233,23.856113913208368,23.430541317778875,23.477493286132812,452994000
2023-02-28,23.348627491238524,23.801175507716838,23.182793127166743,23.19278335571289,455963000
2023-03-01,23.16880605034979,23.2327431288166,22.48549007597283,22.67530059814453,460026000
2023-03-02,22.465507809506477,23.356613901548346,22.40956216056099,23.290679931640625,389415000
2023-03-03,23.296680141971127,23.876100076867033,23.10686960480691,23.86610984802246,412393000
2023-03-06,23.86710603242782,24.223747422082624,23.463508860514835,23.53044319152832,437429000
2023-03-07,23.580404618172988,24.104968314326598,23.221701547557327,23.26866340637207,515154000
2023-03-08,23.467497114785473,24.179906326422394,23.4045497011768,24.160921096801758,513573000
2023-03-09,24.154922945379216,24.43369248287704,23.363580850091193,23.41653823852539,501257000
2023-03-10,23.38956009205049,23.607379462799077,22.707126734055908,22.9459285736084,474866000
2023-03-13,22.733106940046454,23.27865305444534,22.278484860419933,22.946928024291992,421890000
2023-03-14,23.476489729466003,24.198888939320003,23.440518418628685,24.043018341064453,474910000
2023-03-15,23.741265018407983,24.265828599325392,23.340598998344493,24.20787811279297,524486000
2023-03-16,24.007047963864338,25.56675059825911,23.874157083100002,25.519790649414062,583253000
2023-03-17,25.960424630848856,26.377078166810012,25.646684297201393,25.703638076782227,848547000
2023-03-20,25.59373105710644,26.002391851549323,25.109133153737865,25.878494262695312,432747000
2023-03-21,26.15826276917553,26.370086636571166,25.35992640091997,26.17724609375,547408000
2023-03-22,26.403054661635647,27.566089484334555,26.21521106020196,26.446020126342773,797295000
2023-03-23,27.092483687984217,27.476165594948146,26.66783736695665,27.168420791625977,564889000
2023-03-24,27.008555018771276,27.14444177136707,26.333115738961876,26.756763458251953,454920000
2023-03-27,26.814714001840976,26.977578750651066,26.343105836527318,26.508968353271484,361026000
2023-03-28,26.42503717383145,26.490982347841836,25.828532839951382,26.3880672454834,356104000
2023-03-29,26.80272526365729,27.055513525700643,26.57491395467883,26.961591720581055,393694000
2023-03-30,27.206388565387414,27.47616480917353,27.079493220776026,27.360260009765625,364516000
2023-03-31,27.117460914270833,27.810884824300686,27.082490132563102,27.75393295288086,433933000
2023-04-03,27.486157467758918,27.97674896673063,27.31330079051416,27.9417781829834,398716000
2023-04-04,27.94277892614299,27.9767510917249,27.284325709406502,27.430204391479492,368592000
2023-04-05,26.80672004860662,26.97557842011288,26.37308045320567,26.85867691040039,515015000
2023-04-06,26.561922527602437,27.057510906173512,26.405053322399837,27.01454734802246,397654000
2023-04-10,26.800728055248833,27.59806578859015,26.646856596653627,27.556100845336914,395279000
2023-04-11,27.700978013397847,27.76692318959248,27.103473133288535,27.146438598632812,314378000
2023-04-12,27.347272978771652,27.445191173354328,26.426037716955808,26.472999572753906,446259000
2023-04-13,26.71179772670093,26.86467054430278,26.307135282820585,26.441022872924805,353615000
2023-04-14,26.481990027168322,26.860675005002047,26.198225472529604,26.73577880859375,395660000
2023-04-17,26.542942510363897,26.983576314494652,26.41105214594061,26.97957992553711,321471000
2023-04-18,27.51013630310621,28.086656800927294,27.334281866827425,27.644023895263672,604812000
2023-04-19,27.338280018329133,27.97674934416324,27.209387427098346,27.907806396484375,358660000
2023-04-20,27.64802393339629,28.006727009696085,26.977581546120554,27.08149528503418,427713000
2023-04-21,26.929620174009735,27.160429263560324,26.699811611017537,27.096481323242188,345103000
2023-04-24,26.990569353375054,27.34327496276754,26.64885238383688,27.01954460144043,339282000
2023-04-25,27.05551061422272,27.224370883424804,26.203220303159572,26.219205856323242,378527000
2023-04-26,26.979579875522322,27.30730663861179,26.682825603237607,26.933616638183594,406337000
2023-04-27,27.34027738715415,27.472167737847915,26.60288938694917,27.20339012145996,377161000
2023-04-28,27.20239283065348,27.734949268700237,27.04851947681164,27.7259578704834,292216000
2023-05-01,27.8168827543935,29.033871779873245,27.75693310998625,28.88599395751953,570329000
2023-05-02,28.656185891505462,28.812056494254247,28.05968148797479,28.186574935913086,402730000
2023-05-03,27.81688204976608,28.34344486027376,27.449187603389927,27.778913497924805,383387000
2023-05-04,27.628040805780497,27.8358682890502,27.21738275503477,27.53911590576172,321850000
2023-05-05,27.802894198913098,28.731121728563178,27.707973770612693,28.656185150146484,361494000
2023-05-08,28.498311768735906,29.195732032286276,28.326455636647413,29.126789093017578,344979000
2023-05-09,28.87500228440972,28.94894023981755,28.426375730996305,28.547273635864258,314869000
2023-05-10,28.980916524833432,29.088828560798916,28.437369484677525,28.86101722717285,369350000
2023-05-11,28.87200653679025,28.925962552461296,28.22254663595356,28.554269790649414,322149000
2023-05-12,28.505307600656668,28.756100516190692,28.022708903166627,28.316465377807617,274222000
2023-05-15,28.48433056768515,28.944948263182553,28.128627144002568,28.9289608001709,293926000
2023-05-16,28.817050841568992,29.845197623603145,28.808059443130762,29.18874168395996,449405000
2023-05-17,29.55943412398546,30.173923220986072,29.405562670982768,30.15294075012207,432535000
2023-05-18,30.384743009656553,31.80156456669149,30.29481760614013,31.651689529418945,748725000
2023-05-19,31.50981251370551,31.553776602186183,30.89032841498642,31.238039016723633,473908000
2023-05-22,30.875340877060037,31.493828286869693,30.654525616110014,31.150114059448242,372000000
2023-05-23,30.974258748799674,31.262019710995222,30.605565671093288,30.662517547607422,356253000
