title,summary,source,url,published_at,authors,overall_sentiment_score,overall_sentiment_label,ticker_sentiment_score,ticker_sentiment_label,ticker
1 Unpopular Stock That Deserves a Second Chance and 2 That Underwhelm,"This article analyzes three stocks, recommending Globalstar (GSAT) as a buying opportunity due to its impressive revenue growth, free cash flow profitability, and increasing returns on capital. Conversely, it advises investors to pass on Bally's (BALY) and Rocket Lab (RKLB) due to concerns like lackluster revenue growth, eroding returns, and negative free cash flow, respectively. The author suggests that Wall Street's pessimism towards GSAT creates an attractive entry point, while its skepticism about BALY and RKLB is well-founded.",Finviz,https://finviz.com/news/311030/1-unpopular-stock-that-deserves-a-second-chance-and-2-that-underwhelm,2026-02-12 23:41:00,Jabin Bastian,-0.214842,Somewhat-Bearish,0.305727,Somewhat-Bullish,AAPL
Trump's FTC chairman chides Apple boss Tim Cook for content of Apple news feed,"The chairman of the Federal Trade Commission, Andrew Ferguson, has written to Apple CEO Tim Cook to express concerns that Apple News is suppressing content from conservative news outlets. Ferguson's complaint follows a report by the Media Research Center alleging that the news feed disproportionately features ""leftist"" sources while omitting prominent conservative media. This criticism comes despite Cook's attendance at President Trump's second term inauguration.",Yahoo! Finance Canada,https://ca.finance.yahoo.com/news/trumps-ftc-chairman-chides-apple-220950873.html,2026-02-12 22:14:52,"The Canadian Press, The Associated Press",-0.222599,Somewhat-Bearish,-0.213268,Somewhat-Bearish,AAPL
"Apple has worst day since April as company faces FTC scrutiny, Siri delay reports","Apple experienced its worst stock market day since April 2025, with shares dropping 5%, due to two main factors. Reports emerged that the anticipated AI update for Siri within iOS is being delayed until at least May. Additionally, the company is facing scrutiny from FTC Chair Andrew Ferguson, who formally requested CEO Tim Cook review Apple News's content curation policies following allegations of bias against conservative news outlets.",CNBC,https://www.cnbc.com/2026/02/12/apple-stock-worst-day-ftc-siri.html,2026-02-12 21:56:42,Jennifer Elias,-0.640073,Bearish,-0.645895,Bearish,AAPL
LiveOne Inc (LVO) Q3 2026 Earnings Call Highlights: Strong Revenue Growth and Strategic Partnerships Amidst Competitive Challenges,"LiveOne Inc (LVO) reported robust Q3 2026 financial results with over $20 million in revenue and significant operating expense reductions. The company highlighted its strong B2B pipeline, including over 100 active enterprise opportunities and expanding partnerships with major tech companies. Despite a net loss of $4.1 million and market skepticism, LiveOne is confident in its customized white-label solutions and sustainable cost structure to drive future growth.",GuruFocus,https://www.gurufocus.com/news/8612260/liveone-inc-lvo-q3-2026-earnings-call-highlights-strong-revenue-growth-and-strategic-partnerships-amidst-competitive-challenges,2026-02-12 21:28:12,GuruFocus News,0.182128,Somewhat-Bullish,0.114907,Neutral,AAPL
"Form 424B7 AMKOR TECHNOLOGY, INC.","Amkor Technology, Inc. has filed a Form 424B7 registration statement for the offering of 10,000,000 shares of common stock by a selling stockholder, 915 Investments, LP. The company will not receive any proceeds from this sale, and key shareholders, the Kim family, will continue to hold a significant voting stake. The document outlines the terms of the offering, risk factors, and detailed financial results for the three months and full year ended December 31, 2025.",StreetInsider,https://www.streetinsider.com/SEC+Filings/Form+424B7+AMKOR+TECHNOLOGY%2C+INC./25991818.html,2026-02-12 21:27:30,,0.162931,Somewhat-Bullish,0.10504,Neutral,AAPL
"Eversource Energy earnings missed, revenue topped estimates","Eversource Energy (NYSE: ES) reported its Q4 earnings, with an EPS of $1.12, missing analyst estimates of $1.13. However, the company's revenue for the quarter reached $3.37 billion, surpassing the consensus estimate of $2.94 billion. Despite the earnings miss, Eversource Energy provided a positive outlook, forecasting FY 2026 EPS to be between $4.80 and $4.95.",Investing.com,https://www.investing.com/news/earnings/eversource-energy-earnings-missed-revenue-topped-estimates-4504017,2026-02-12 21:27:11,Investing.com,-0.201434,Somewhat-Bearish,-0.229719,Somewhat-Bearish,AAPL
"US inflation expectations too low, Citigroup says","Citigroup's rates desk believes that markets are underestimating future US inflation, making inflation-linked trades appealing. Strategist Benjamin Wiltshire suggests that investors are not fully acknowledging American consumer resilience, implying that market expectations for inflation will likely need upward revision. He recommends purchasing five-year five-year inflation forwards, which he considers undervalued at approximately 2.5%, below the Federal Reserve's preferred measure of underlying inflation.",Investing.com,https://www.investing.com/news/economy-news/us-inflation-expectations-too-low-citigroup-says-93CH-4503884,2026-02-12 20:05:08,Louis Juricic,-0.049349,Neutral,-0.127041,Neutral,AAPL
"Infosys, Wipro ADRs slide amid AI fears; US tech wobbles","Infosys and Wipro's American Depository Receipts (ADRs) experienced a decline, with Infosys falling over 4% and Wipro about 3.35%, due to increasing concerns over AI's potential to disrupt traditional outsourcing models. This downturn reflects a broader weakness in the global technology sector as investors question the future demand for legacy software services. While some US tech giants like Apple, Amazon, and Cisco also saw drops, Siemens AG bucked the trend with a 7.1% surge after raising its fiscal 2026 earnings per share outlook, attributing the positive forecast to AI-driven gains in industrial manufacturing.",CNBC TV18,https://www.cnbctv18.com/market/infosys-wipro-adrs-slide-amid-ai-fears-us-tech-wobbles-ws-l-19849141.htm,2026-02-12 19:57:22,Ajay Vaishnav,-0.368388,Bearish,-0.30164,Somewhat-Bearish,AAPL
Tom Lee And Dow Jones Industrial Average Have 8 Stocks In Common: Do You Own Any Top Picks?,"The Fundstrat Granny Shots US Large Cap ETF (GRNY), launched by Tom Lee in November 2024, shares eight stocks with the Dow Jones Industrial Average (DIA). These common holdings include major companies like Caterpillar, Goldman Sachs, Apple, JPMorgan Chase, NVIDIA, American Express, Amazon.com, and Microsoft. The article highlights that both ETFs include four of the same Magnificent Seven stocks, despite having different investing styles and methodologies, with GRNY focusing on rules-based factor investing and DIA being a price-weighted average.",Benzinga,https://www.benzinga.com/trading-ideas/long-ideas/26/02/50592339/tom-lee-and-dow-jones-industrial-average-have-8-stocks-in-common-do-you-own-any-top-picks,2026-02-12 19:56:58,Chris Katje,0.110302,Neutral,0.1073,Neutral,AAPL
PHINIA shares dip slightly after Q4 earnings miss despite revenue beat,"PHINIA Inc. (NYSE:PHIN) experienced a slight dip in share price after its Q4 earnings of $1.18 per share missed analyst estimates of $1.22, despite revenue exceeding expectations at $889 million against a forecast of $838 million. The company reported a 6.7% increase in Q4 revenue year-over-year and provided fiscal 2026 revenue guidance of $3.52-$3.72 billion, aligning with analyst expectations. PHINIA also continued its shareholder return program, repurchasing shares and paying dividends.",Investing.com,https://www.investing.com/news/earnings/phinia-shares-dip-slightly-after-q4-earnings-miss-despite-revenue-beat-93CH-4502567,2026-02-12 18:28:18,Rachael Rajan,-0.162651,Somewhat-Bearish,-0.200647,Somewhat-Bearish,AAPL
